task_id	task_name	dataset_id	left_method	right_method	left_external_reference_strategy	right_external_reference_strategy	threshold_type	metric	estimate_left_minus_right	ci_lower	ci_upper	n_bootstrap	bootstrap_type	degenerate_resample_handling
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	balanced_accuracy	0.46153846153846156	0.41025641025641024	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	sensitivity	0.9230769230769231	0.8205128205128205	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	npv	0.4239034442154842	0.3447347158631834	0.49367088607594933	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	predicted_positive_rate	0.45569620253164556	0.4050632911392405	0.4936708860759494	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	balanced_accuracy	-0.47435897435897434	-0.5	-0.4358974358974359	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	sensitivity	-0.9487179487179487	-1.0	-0.8717948717948718	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	npv	-0.44605183845690166	-0.49367088607594933	-0.3825597749648382	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	predicted_positive_rate	-0.46835443037974683	-0.4936708860759494	-0.43037974683544306	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	balanced_accuracy	-0.46153846153846156	-0.5	-0.41025641025641024	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	sensitivity	-0.9230769230769231	-1.0	-0.8205128205128205	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	npv	-0.4239034442154842	-0.49367088607594933	-0.3447347158631834	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	predicted_positive_rate	-0.45569620253164556	-0.4936708860759494	-0.4050632911392405	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	balanced_accuracy	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	sensitivity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	npv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	predicted_positive_rate	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	balanced_accuracy	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	sensitivity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	npv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	predicted_positive_rate	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	balanced_accuracy	0.47435897435897434	0.4358974358974359	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	sensitivity	0.9487179487179487	0.8717948717948718	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	npv	0.44605183845690166	0.3825597749648382	0.49367088607594933	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	predicted_positive_rate	0.46835443037974683	0.43037974683544306	0.4936708860759494	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	balanced_accuracy	0.46153846153846156	0.42307692307692313	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	sensitivity	0.9230769230769231	0.8461538461538461	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	npv	0.4239034442154842	0.36323610346725366	0.49367088607594933	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE154918	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	predicted_positive_rate	0.45569620253164556	0.4177215189873418	0.4936708860759494	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	balanced_accuracy	0.44999999999999996	0.35	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	sensitivity	0.9	0.7	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	ppv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	npv	0.31034482758620685	0.2592592592592593	0.33333333333333337	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	default_0_5	predicted_positive_rate	0.3	0.2333333333333333	0.3333333333333333	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	balanced_accuracy	0.5	0.5	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	sensitivity	1.0	1.0	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	npv	0.33333333333333337	0.33333333333333337	0.33333333333333337	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	robust_scale_train_only	external_cohort_adaptive	training_only	train_cv_optimal	predicted_positive_rate	0.3333333333333333	0.3333333333333333	0.3333333333333333	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	balanced_accuracy	0.050000000000000044	0.0	0.15000000000000002	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	sensitivity	0.09999999999999998	0.0	0.30000000000000004	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	ppv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	npv	0.04761904761904767	0.0	0.13043478260869568	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	default_0_5	predicted_positive_rate	0.033333333333333326	0.0	0.09999999999999998	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	balanced_accuracy	0.050000000000000044	0.0	0.15000000000000002	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	sensitivity	0.09999999999999998	0.0	0.30000000000000004	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	ppv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	npv	0.04761904761904767	0.0	0.13043478260869568	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	sample_rank_zscore	external_cohort_adaptive	sample_wise_rank_then_training_only	train_cv_optimal	predicted_positive_rate	0.033333333333333326	0.0	0.09999999999999998	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	balanced_accuracy	0.5	0.5	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	sensitivity	1.0	1.0	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	npv	0.33333333333333337	0.33333333333333337	0.33333333333333337	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	default_0_5	predicted_positive_rate	0.3333333333333333	0.3333333333333333	0.3333333333333333	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	balanced_accuracy	0.5	0.5	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	sensitivity	1.0	1.0	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	npv	0.33333333333333337	0.33333333333333337	0.33333333333333337	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_external_adaptive	standard_zscore_train_only	external_cohort_adaptive	training_only	train_cv_optimal	predicted_positive_rate	0.3333333333333333	0.3333333333333333	0.3333333333333333	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	balanced_accuracy	-0.3999999999999999	-0.5	-0.25	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	sensitivity	-0.8	-1.0	-0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	ppv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	npv	-0.2627257799671592	-0.33333333333333337	-0.16835016835016836	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	default_0_5	predicted_positive_rate	-0.26666666666666666	-0.3333333333333333	-0.16666666666666669	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	balanced_accuracy	-0.44999999999999996	-0.5	-0.35	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	sensitivity	-0.9	-1.0	-0.7	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	npv	-0.2857142857142857	-0.33333333333333337	-0.2028985507246377	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	sample_rank_zscore	training_only	sample_wise_rank_then_training_only	train_cv_optimal	predicted_positive_rate	-0.3	-0.3333333333333333	-0.23333333333333334	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	balanced_accuracy	0.050000000000000044	0.0	0.15000000000000002	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	sensitivity	0.1	0.0	0.3	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	npv	0.02298850574712652	0.0	0.07407407407407407	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	default_0_5	predicted_positive_rate	0.03333333333333333	0.0	0.1	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	balanced_accuracy	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	sensitivity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	npv	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	robust_scale_train_only	standard_zscore_train_only	training_only	training_only	train_cv_optimal	predicted_positive_rate	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	balanced_accuracy	0.44999999999999996	0.35	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	sensitivity	0.9	0.7	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	specificity	0.0	0.0	0.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	ppv				2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	npv	0.2857142857142857	0.2028985507246377	0.33333333333333337	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	default_0_5	predicted_positive_rate	0.3	0.23333333333333334	0.3333333333333333	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	balanced_accuracy	0.44999999999999996	0.35	0.5	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
task_c	microarray_to_rnaseq_transfer	GSE28750	sample_rank_zscore	standard_zscore_train_only	sample_wise_rank_then_training_only	training_only	train_cv_optimal	sensitivity	0.9	0.7	1.0	2000	paired_stratified_percentile	positive_and_negative_classes_resampled_separately
